2024-05-28T12:21:09.006+02:00,194.2,AAPL,2024-05-28T12:21:05.619+02:00,006efea9-1cdc-11ef-9eec-4b646c52f975,1.0
2024-05-28T12:14:00.008+02:00,430.08,MSFT,2024-05-28T12:13:56.684+02:00,00b7be65-1cdb-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:05:48.405+02:00,429.45,MSFT,2024-05-28T15:05:46.304+02:00,010c5f26-1cf3-11ef-9eec-4b646c52f975,1.0
2024-05-28T14:51:30.007+02:00,192.75,AAPL,2024-05-28T14:51:26.708+02:00,01577038-1cf1-11ef-9eec-4b646c52f975,5.0
2024-05-28T14:51:30.007+02:00,429.29,MSFT,2024-05-28T14:51:26.952+02:00,01577039-1cf1-11ef-9eec-4b646c52f975,3.0
2024-05-28T12:35:30.007+02:00,174.2,GOOGL,2024-05-28T12:35:28.914+02:00,019b34e1-1cde-11ef-9eec-4b646c52f975,10.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:17.807+02:00,01ab9dbe-1cf0-11ef-9eec-4b646c52f975,77.0
2024-05-28T14:44:21.007+02:00,429.6,MSFT,2024-05-28T14:44:18.072+02:00,01ab9dbf-1cf0-11ef-9eec-4b646c52f975,1.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:18.255+02:00,01ab9dc1-1cf0-11ef-9eec-4b646c52f975,57.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:18.954+02:00,01ab9dc2-1cf0-11ef-9eec-4b646c52f975,64.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:19.448+02:00,01ab9dc5-1cf0-11ef-9eec-4b646c52f975,50.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:19.912+02:00,01ab9dc7-1cf0-11ef-9eec-4b646c52f975,100.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:20.441+02:00,01ab9dc8-1cf0-11ef-9eec-4b646c52f975,42.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dcc-1cf0-11ef-9eec-4b646c52f975,20.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dce-1cf0-11ef-9eec-4b646c52f975,96.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dcf-1cf0-11ef-9eec-4b646c52f975,16.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dd0-1cf0-11ef-9eec-4b646c52f975,180.0
2024-05-28T14:44:21.007+02:00,174.08,GOOGL,2024-05-28T14:44:20.617+02:00,01ab9dd3-1cf0-11ef-9eec-4b646c52f975,50.0
2024-05-28T14:44:21.007+02:00,429.45,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd4-1cf0-11ef-9eec-4b646c52f975,34.0
2024-05-28T14:44:21.007+02:00,429.46,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd5-1cf0-11ef-9eec-4b646c52f975,34.0
2024-05-28T14:44:21.007+02:00,429.51,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd6-1cf0-11ef-9eec-4b646c52f975,32.0
2024-05-28T14:44:21.007+02:00,429.45,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd7-1cf0-11ef-9eec-4b646c52f975,34.0
2024-05-28T14:44:21.007+02:00,429.46,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd8-1cf0-11ef-9eec-4b646c52f975,34.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.773+02:00,01eb5ae6-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.778+02:00,01eb5aed-1cdd-11ef-9eec-4b646c52f975,2.0
