2024-05-28T12:21:09.006+02:00,194.2,AAPL,2024-05-28T12:21:05.619+02:00,006efea9-1cdc-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:12:57.152+02:00,173.75,GOOGL,2024-05-28T15:12:54.098+02:00,008d8400-1cf4-11ef-9eec-4b646c52f975,3.0
2024-05-28T15:20:06.941+02:00,429.6,MSFT,2024-05-28T15:20:04.307+02:00,00a9e4a0-1cf5-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:05:48.405+02:00,429.45,MSFT,2024-05-28T15:05:46.304+02:00,010c5f26-1cf3-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:27:17.438+02:00,429.925,MSFT,2024-05-28T15:27:14.423+02:00,014754ac-1cf6-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:27:17.438+02:00,192.25,AAPL,2024-05-28T15:27:15.946+02:00,014754ae-1cf6-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:27:17.438+02:00,192.25,AAPL,2024-05-28T15:27:15.946+02:00,014754af-1cf6-11ef-9eec-4b646c52f975,49.0
2024-05-28T15:27:17.438+02:00,429.62,MSFT,2024-05-28T15:27:16.638+02:00,014754b0-1cf6-11ef-9eec-4b646c52f975,1.0
2024-05-28T15:27:17.438+02:00,192.28,AAPL,2024-05-28T15:27:16.687+02:00,014754b2-1cf6-11ef-9eec-4b646c52f975,10.0
2024-05-28T14:51:30.007+02:00,192.75,AAPL,2024-05-28T14:51:26.708+02:00,01577038-1cf1-11ef-9eec-4b646c52f975,5.0
2024-05-28T14:51:30.007+02:00,429.29,MSFT,2024-05-28T14:51:26.952+02:00,01577039-1cf1-11ef-9eec-4b646c52f975,3.0
2024-05-28T12:35:30.007+02:00,174.2,GOOGL,2024-05-28T12:35:28.914+02:00,019b34e1-1cde-11ef-9eec-4b646c52f975,10.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:17.807+02:00,01ab9dbe-1cf0-11ef-9eec-4b646c52f975,77.0
2024-05-28T14:44:21.007+02:00,429.6,MSFT,2024-05-28T14:44:18.072+02:00,01ab9dbf-1cf0-11ef-9eec-4b646c52f975,1.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:18.954+02:00,01ab9dc2-1cf0-11ef-9eec-4b646c52f975,64.0
2024-05-28T14:44:21.007+02:00,193.1,AAPL,2024-05-28T14:44:19.448+02:00,01ab9dc5-1cf0-11ef-9eec-4b646c52f975,50.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dce-1cf0-11ef-9eec-4b646c52f975,96.0
2024-05-28T14:44:21.007+02:00,429.5,MSFT,2024-05-28T14:44:20.519+02:00,01ab9dcf-1cf0-11ef-9eec-4b646c52f975,16.0
2024-05-28T14:44:21.007+02:00,429.46,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd5-1cf0-11ef-9eec-4b646c52f975,34.0
2024-05-28T14:44:21.007+02:00,429.51,MSFT,2024-05-28T14:44:20.568+02:00,01ab9dd6-1cf0-11ef-9eec-4b646c52f975,32.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.779+02:00,01eb5aee-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.783+02:00,01eb5af5-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.786+02:00,01eb5afb-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.788+02:00,01eb5afe-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.788+02:00,01eb5aff-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.790+02:00,01eb5b01-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.791+02:00,01eb5b03-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.792+02:00,01eb5b05-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.795+02:00,01eb5b0b-1cdd-11ef-9eec-4b646c52f975,2.0
2024-05-28T12:28:21.005+02:00,194.1,AAPL,2024-05-28T12:28:17.796+02:00,01eb5b0c-1cdd-11ef-9eec-4b646c52f975,2.0
